random_rank,attempt_number,doi,version,preprint_date,category,title,fulltext_ok,fulltext_source,fulltext_url,paper_url,doi_url,result_rows_for_paper,failure_reason,processed_at_utc
2146,2146,10.1101/2022.11.08.515567,1,2022-11-08,microbiology,Enhanced stability of the SARS CoV-2 spike glycoprotein trimer following modification of an alanine cavity in the protein core.,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/08/2022.11.08.515567.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.08.515567,https://doi.org/10.1101/2022.11.08.515567,4,,2026-07-18T11:14:30.632064+00:00
2147,2147,10.1101/2022.09.12.506984,1,2022-09-13,neuroscience,Non-necessary neural activity in the primate cortex,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/13/2022.09.12.506984.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.12.506984,https://doi.org/10.1101/2022.09.12.506984,0,,2026-07-18T11:14:49.238148+00:00
2148,2148,10.1101/2021.11.12.468079,2,2022-02-14,synthetic biology,A de novo matrix for macroscopic living materials from bacteria,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/14/2021.11.12.468079.source.xml,https://www.biorxiv.org/content/10.1101/2021.11.12.468079,https://doi.org/10.1101/2021.11.12.468079,0,,2026-07-18T11:15:03.895905+00:00
2149,2149,10.1101/2022.08.22.504877,1,2022-08-23,cell biology,Golgi-dependent Reactivation and Regeneration of Quiescent Neural Stem Cells,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/23/2022.08.22.504877.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.22.504877,https://doi.org/10.1101/2022.08.22.504877,4,,2026-07-18T11:15:20.334352+00:00
2150,2150,10.1101/2022.03.25.485421,1,2022-03-27,neuroscience,Two modes of mid-frontal theta suggest a role in conflict and error processing,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/27/2022.03.25.485421.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.25.485421,https://doi.org/10.1101/2022.03.25.485421,0,,2026-07-18T11:15:38.921518+00:00
2151,2151,10.1101/2022.02.19.481172,1,2022-02-20,biophysics,Cardiac myosin filaments are directly regulated by calcium,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/20/2022.02.19.481172.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.19.481172,https://doi.org/10.1101/2022.02.19.481172,0,,2026-07-18T11:15:53.153870+00:00
2152,2152,10.1101/2022.07.14.500031,1,2022-07-15,immunology,A zebrafish model of COVID-19-associated cytokine storm syndrome reveals that the Spike protein signals via TLR2,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/15/2022.07.14.500031.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.14.500031,https://doi.org/10.1101/2022.07.14.500031,1,,2026-07-18T11:16:10.868040+00:00
2153,2153,10.1101/2021.05.28.446179,4,2022-05-11,biophysics,Probing effects of the SARS-CoV-2 E protein on membrane curvature and intracellular calcium,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/11/2021.05.28.446179.source.xml,https://www.biorxiv.org/content/10.1101/2021.05.28.446179,https://doi.org/10.1101/2021.05.28.446179,2,,2026-07-18T11:16:27.127424+00:00
2154,2154,10.1101/2022.08.30.505822,1,2022-08-30,molecular biology,Structural basis for intrinsic transcription termination,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/30/2022.08.30.505822.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.30.505822,https://doi.org/10.1101/2022.08.30.505822,4,,2026-07-18T11:16:42.822473+00:00
2155,2155,10.1101/2022.06.14.496027,1,2022-06-16,bioinformatics,In Silico insight to identify Potential Inhibitors of BUB1B from Mushroom bioactive compounds to Prevent Breast cancer metastasis,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/16/2022.06.14.496027.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.14.496027,https://doi.org/10.1101/2022.06.14.496027,0,,2026-07-18T11:16:55.507698+00:00
2156,2156,10.1101/2022.05.15.490691,1,2022-05-15,bioinformatics,Open Access Repository-Scale Propagated Nearest Neighbor Suspect Spectral Library for Untargeted Metabolomics,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/15/2022.05.15.490691.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.15.490691,https://doi.org/10.1101/2022.05.15.490691,0,,2026-07-18T11:17:10.987055+00:00
2157,2157,10.1101/2022.03.24.485609,1,2022-03-28,immunology,Nuclear receptor corepressor 1 controls regulatory T cell subset differentiation and effector function,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/28/2022.03.24.485609.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.24.485609,https://doi.org/10.1101/2022.03.24.485609,6,,2026-07-18T11:17:22.474632+00:00
2158,2158,10.1101/2022.03.29.486309,2,2022-04-03,cancer biology,Establishing combination PAC-1 and TRAIL regimens for treating ovarian cancer based on patient-specific pharmacokinetic profiles using in silico clinical trials,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/03/2022.03.29.486309.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.29.486309,https://doi.org/10.1101/2022.03.29.486309,1,,2026-07-18T11:17:34.947278+00:00
2159,2159,10.1101/2022.10.14.512300,3,2022-10-25,biochemistry,Elucidation of Global Trends in the Effects of VX-661 and VX-445 on the Expression of Clinical CFTR Variants,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/25/2022.10.14.512300.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.14.512300,https://doi.org/10.1101/2022.10.14.512300,4,,2026-07-18T11:17:52.243599+00:00
2160,2160,10.1101/2022.07.04.498663,1,2022-07-04,developmental biology,Odd skipped-related 1 controls the pro-regenerative response of Fibro-Adipogenic Progenitors,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/04/2022.07.04.498663.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.04.498663,https://doi.org/10.1101/2022.07.04.498663,6,,2026-07-18T11:18:05.891203+00:00
2161,2161,10.1101/2022.12.22.521640,1,2022-12-23,bioinformatics,Guided-topic modelling of single-cell transcriptomes enables joint cell-type-specific and disease-subtype deconvolution of bulk transcriptomes with a focus on cancer studies,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/23/2022.12.22.521640.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.22.521640,https://doi.org/10.1101/2022.12.22.521640,2,,2026-07-18T11:18:19.816675+00:00
2162,2162,10.1101/2022.12.27.522071,1,2022-12-30,bioinformatics,"Prop3D: A flexible, Python-based platform for machine learning with protein structural properties and biophysical data",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/30/2022.12.27.522071.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.27.522071,https://doi.org/10.1101/2022.12.27.522071,0,,2026-07-18T11:18:34.126321+00:00
2163,2163,10.1101/2022.04.25.489380,1,2022-04-26,systems biology,Optimizing Oscillators for Specific Tasks Predicts Preferred Biochemical Implementations,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/26/2022.04.25.489380.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.25.489380,https://doi.org/10.1101/2022.04.25.489380,0,,2026-07-18T11:18:49.696918+00:00
2164,2164,10.1101/2022.03.29.486208,1,2022-03-30,ecology,Quantifying the capacity for assisted migration to achieve conservation and forestry goals under climate change,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/30/2022.03.29.486208.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.29.486208,https://doi.org/10.1101/2022.03.29.486208,0,,2026-07-18T11:19:04.333217+00:00
2165,2165,10.1101/2022.12.13.520249,1,2022-12-13,neuroscience,Emergence of counting in the brains of 3- to 5-year-old children,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/13/2022.12.13.520249.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.13.520249,https://doi.org/10.1101/2022.12.13.520249,0,,2026-07-18T11:19:22.376580+00:00
2166,2166,10.1101/2022.09.28.509860,2,2022-09-30,developmental biology,Laboratory evolution of flies to morphogen dosage via rapid maternal changes reveals predictable outcomes,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/30/2022.09.28.509860.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.28.509860,https://doi.org/10.1101/2022.09.28.509860,5,,2026-07-18T11:19:36.002417+00:00
2167,2167,10.1101/2021.06.07.447320,6,2022-05-31,evolutionary biology,Natural selection promotes the evolution of recombination 1: between the products of natural selection,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/31/2021.06.07.447320.source.xml,https://www.biorxiv.org/content/10.1101/2021.06.07.447320,https://doi.org/10.1101/2021.06.07.447320,0,,2026-07-18T11:19:54.131297+00:00
2168,2168,10.1101/2022.11.28.517963,1,2022-11-28,ecology,Exploring how the fast-slow pace of life continuum and cell size structure microorganism life history variation,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/28/2022.11.28.517963.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.28.517963,https://doi.org/10.1101/2022.11.28.517963,1,,2026-07-18T11:20:11.403421+00:00
2169,2169,10.1101/2022.08.28.505597,1,2022-08-28,microbiology,Genomic and phenotypic evolution of nematode-infecting microsporidia,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/28/2022.08.28.505597.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.28.505597,https://doi.org/10.1101/2022.08.28.505597,2,,2026-07-18T11:20:32.001903+00:00
2170,2170,10.1101/2022.07.13.499917,1,2022-07-13,microbiology,Cryopreservation of mosquito microbiota for use in microcosm experiments,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/13/2022.07.13.499917.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.13.499917,https://doi.org/10.1101/2022.07.13.499917,2,,2026-07-18T11:20:49.934426+00:00
2171,2171,10.1101/2022.10.11.511765,1,2022-10-13,physiology,Semaphorin 4B is an ADAM17-cleaved inhibitor of adipocyte thermogenesis,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/13/2022.10.11.511765.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.11.511765,https://doi.org/10.1101/2022.10.11.511765,7,,2026-07-18T11:21:03.199645+00:00
2172,2172,10.1101/2022.01.10.475747,2,2022-01-16,genomics,Cell type-specific aging clocks to quantify aging and rejuvenation in regenerative regions of the brain,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/16/2022.01.10.475747.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.10.475747,https://doi.org/10.1101/2022.01.10.475747,1,,2026-07-18T11:21:17.059877+00:00
2173,2173,10.1101/2022.06.20.496817,2,2022-07-08,neuroscience,Autophagy degrades myelin proteins and is essential for maintaining CNS myelin homeostasis,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/08/2022.06.20.496817.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.20.496817,https://doi.org/10.1101/2022.06.20.496817,4,,2026-07-18T11:21:34.574330+00:00
2174,2174,10.1101/2022.05.09.491237,1,2022-05-10,developmental biology,Opportunistic binding of EcR to open chromatin drives tissue-specific developmental responses,false,jats_failed,https://www.biorxiv.org/content/early/2022/05/10/2022.05.09.491237.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.09.491237,https://doi.org/10.1101/2022.05.09.491237,0,http_404,2026-07-18T11:21:47.308554+00:00
2175,2175,10.1101/2022.11.14.516433,1,2022-11-16,genetics,Somatic Loss of the Y Chromosome and Alzheimer's Disease Risk,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/16/2022.11.14.516433.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.14.516433,https://doi.org/10.1101/2022.11.14.516433,1,,2026-07-18T11:22:00.656429+00:00
2176,2176,10.1101/2022.06.30.498245,1,2022-07-01,neuroscience,Noradrenergic signaling in the rodent orbitofrontal cortex is required to update goal-directed actions.,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/01/2022.06.30.498245.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.30.498245,https://doi.org/10.1101/2022.06.30.498245,0,,2026-07-18T11:22:18.186467+00:00
2177,2177,10.1101/2022.12.23.521724,1,2022-12-23,microbiology,"Discovery of prevalent natural Wolbachia in Aedes aegypti in Metropolitan Manila, Philippines using locally designed primers: bacterial density is influenced by strain and host sex",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/23/2022.12.23.521724.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.23.521724,https://doi.org/10.1101/2022.12.23.521724,3,,2026-07-18T11:22:32.951264+00:00
2178,2178,10.1101/2022.05.12.491616,1,2022-05-12,genetics,Turning coldspots into hotspots: targeted recruitment of axis protein Hop1 stimulates meiotic recombination in Saccharomyces cerevisiae,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/12/2022.05.12.491616.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.12.491616,https://doi.org/10.1101/2022.05.12.491616,5,,2026-07-18T11:22:48.454955+00:00
2179,2179,10.1101/2022.05.31.494260,1,2022-06-01,microbiology,Imaging Clostridioides difficile spore germination and germination proteins,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/01/2022.05.31.494260.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.31.494260,https://doi.org/10.1101/2022.05.31.494260,1,,2026-07-18T11:23:07.339510+00:00
2180,2180,10.1101/2022.10.29.514378,1,2022-10-31,cell biology,Single-cell transcriptomic atlas reveals increased regeneration in diseased human inner ears,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/31/2022.10.29.514378.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.29.514378,https://doi.org/10.1101/2022.10.29.514378,7,,2026-07-18T11:23:27.232234+00:00
2181,2181,10.1101/2022.07.27.501796,1,2022-07-28,evolutionary biology,"Phenotypic extremes or extreme phenotypes? On the use of large and small-bodied ""phenocopied"" Drosophila melanogaster males in studies of sexual selection and conflict",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/28/2022.07.27.501796.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.27.501796,https://doi.org/10.1101/2022.07.27.501796,0,,2026-07-18T11:23:41.781551+00:00
2182,2182,10.1101/2022.07.06.498955,1,2022-07-06,plant biology,Solanum lycopersicum CLASS-II KNOX genes regulate fruit anatomy via gibberellin-dependent and independent pathways.,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/06/2022.07.06.498955.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.06.498955,https://doi.org/10.1101/2022.07.06.498955,2,,2026-07-18T11:23:56.081533+00:00
2183,2183,10.1101/2022.05.29.493872,1,2022-05-29,cell biology,Expansion microscopy reveals subdomains in C. elegans germ granules,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/29/2022.05.29.493872.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.29.493872,https://doi.org/10.1101/2022.05.29.493872,1,,2026-07-18T11:24:07.335387+00:00
2184,2184,10.1101/2022.09.20.508786,1,2022-09-22,pathology,Single cell genotypic and phenotypic analysis of measurable residual disease in acute myeloid leukemia,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/22/2022.09.20.508786.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.20.508786,https://doi.org/10.1101/2022.09.20.508786,6,,2026-07-18T11:24:24.635884+00:00
2185,2185,10.1101/2021.10.15.464450,3,2022-01-27,neuroscience,A network information theoretic framework to characterise muscle synergies in space and time,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/27/2021.10.15.464450.source.xml,https://www.biorxiv.org/content/10.1101/2021.10.15.464450,https://doi.org/10.1101/2021.10.15.464450,0,,2026-07-18T11:24:39.629018+00:00
2186,2186,10.1101/2022.06.22.497163,3,2022-06-24,microbiology,The metabolic influence of the core ciliate Entodinium caudatum within the rumen microbiome,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/24/2022.06.22.497163.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.22.497163,https://doi.org/10.1101/2022.06.22.497163,3,,2026-07-18T11:24:56.094023+00:00
2187,2187,10.1101/2020.02.19.955567,3,2022-05-13,developmental biology,A quantitative biophysical principle to explain the 3D cellular connectivity in curved epithelia,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/13/2020.02.19.955567.source.xml,https://www.biorxiv.org/content/10.1101/2020.02.19.955567,https://doi.org/10.1101/2020.02.19.955567,0,,2026-07-18T11:25:13.520630+00:00
2188,2188,10.1101/2022.11.12.516291,2,2022-11-14,genomics,Single-cell gene expression and chromatin accessibility profiling of human pancreatic islets at basal and stimulatory conditions nominates mechanisms of type 1 diabetes genetic risk,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/14/2022.11.12.516291.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.12.516291,https://doi.org/10.1101/2022.11.12.516291,0,,2026-07-18T11:25:24.273506+00:00
